Id,Price
725,162727.5491563403
15856,189091.29728716036
5480,201278.24116205765
15664,360099.92244063894
14275,133817.01060887426
7633,201980.91965967385
13329,160588.10339023333
5502,210022.47376817308
4220,289679.2421420302
11538,200449.98843948185
15975,275468.0620118456
3310,226686.14742796865
9286,149094.5595165397
11260,190720.89143362132
5214,103064.8029891583
11307,179698.01127406993
13543,418053.1107411255
615,171729.4312600356
3495,213037.42422123376
2321,229611.79317612146
12046,195277.67080545178
16688,132701.44995948236
12694,217040.50119452932
783,144248.55140856525
8968,169457.8344561422
13454,180303.00253130542
12190,257437.67964001294
11160,111945.42316856084
10291,199097.19981896252
891,283331.5670026729
2982,182473.22518451477
3818,262259.2385751647
2449,186211.2147461941
8317,160646.55069575887
4922,183273.92804920903
1257,253732.21792012465
9348,206335.89607749833
4176,171011.22939642405
10704,158680.16892916505
6624,112992.7919810206
5428,182245.53574453114
12749,184765.07698466803
8994,212337.3659343604
11513,140488.57708745633
3047,180809.8128125931
9519,182356.23541465728
12309,273866.0234654711
14081,265667.5089575701
8334,258711.57970636495
6343,173646.10822716472
14788,124796.26800611994
15748,482320.16393582744
153,231908.91181116318
14149,196959.4427748102
269,198391.83046513726
5452,125081.80571335665
721,161713.61174360994
5079,312573.37163874594
2831,113793.77056888591
10614,110749.28221023642
10131,279753.7806059804
9996,318819.54768755054
3061,189384.4193103956
11733,308904.52176419634
3726,269032.6986132979
10929,220591.2522946612
9011,238665.2194807928
16182,312750.7712467632
4976,170347.57106316573
9897,228705.57623720865
1872,162644.22200030508
9205,404126.0304702196
5403,407897.60044088145
14074,207392.94657869436
6268,149414.55239758475
14232,162690.160721381
8532,201042.63027323777
7034,351522.90868658817
6553,477827.4298878665
3133,175623.24395995995
8596,208810.6659682101
12389,244133.0821584449
14462,177733.92827342296
8860,323945.29933857446
8377,287956.32809180894
6367,349698.9115376093
6917,230703.35681095353
4216,206766.0982288658
5806,169314.68883792256
5438,183021.08907345156
6632,195259.7335637185
2650,150964.6437047191
5396,182636.9877564031
4044,147717.9122852242
1345,255813.8365444756
856,175885.12484211693
12791,259754.43554309357
12499,211140.2993551428
12249,131903.427791977
14641,147741.0575722252
1919,160900.94291022897
7848,195061.6578243622
10749,180765.74191851277
15554,204113.60778022686
15834,176740.22228697376
1355,170302.04385789396
15451,175316.22872355705
12401,180683.2718500578
10290,183234.49248905605
9462,128178.80797407533
3103,234943.37967193313
3420,141858.32673924573
12262,239903.25938898412
5032,137494.01313174376
8949,284920.5518808669
15567,230426.7347024135
16389,159004.3963716229
7809,88825.4953378179
8990,133472.15855806513
16089,255206.14890350724
12743,101111.67267634957
5132,128510.7420286967
1619,250355.26477728333
2428,90072.27319296598
16741,158233.40359294802
13193,225628.96224014304
12588,504479.217715131
5067,177790.91658271776
14685,128988.49943554138
2292,189895.74401551735
5746,131601.62020914844
12578,163069.4495260724
14834,179523.4074727847
2147,175239.69217650543
8222,134131.86074360725
10419,263950.9591638182
11492,214268.10620653725
3006,214418.06019396379
8761,182376.9476844214
15371,357200.92664026987
16367,153738.94651239528
6317,256311.6007912989
10878,261252.9838790921
3895,161632.16380272145
8041,198126.97843677254
13428,465866.78737275593
14669,156768.86584638892
1006,170266.02883632542
12271,178863.1588899799
3764,325090.04690073925
7675,197915.9350856822
11709,324667.91954647144
8629,154037.48731360614
1105,394246.9115557623
6096,187317.8931431239
11727,208468.14695452576
5157,200060.51465964408
3679,137754.65275149175
1755,137155.70119183994
7391,181059.4690716613
7425,101650.69089225036
6882,410707.0515296632
10752,350479.971245345
7472,215337.94086658754
14320,100639.54501567
9596,165122.71790840448
5317,214374.79182894435
7378,104153.70785653277
16154,182675.7795655881
3464,196143.43517942232
4197,235842.09153545272
9477,109257.94630439233
12705,198046.36977103716
16426,202857.18305522462
1481,74084.54221885366
9946,241803.6737735332
12025,230507.6520349401
5341,232572.80920323322
9923,290064.9050906293
7953,265663.82082460064
11066,248829.69248887032
5037,169560.32704266126
2509,181729.79361595857
4937,318974.1426318464
12089,379168.1396412151
4964,169424.6979452829
16500,263654.99679379555
4625,145211.08349559148
2363,378664.8426276687
8148,200624.02687078956
3804,176249.90224016472
4584,165503.37226519917
10694,117036.987871088
2691,157964.18041084925
2983,219361.14895609536
13563,396144.10604444495
10747,212494.8862131289
1721,203371.68576494037
2789,243292.5224716054
7214,260280.59631485847
8659,229430.47396117737
5107,360788.47118486033
3843,205297.51721187588
14610,412580.8506389176
15505,162631.1034341462
5060,247873.53761212374
16055,257055.8746484652
14963,211984.17473648948
4118,140128.9760173687
1672,180989.7104191446
3209,175484.6909663918
16515,141180.77127270546
973,173063.53393042338
12529,196866.0038372069
5896,124173.13540699179
5450,317731.47035933164
3249,182527.54454266903
8911,171127.37768901797
5898,218396.62014261933
1024,191524.13007880832
4766,206975.30499972138
15804,185673.28271266186
14303,223412.35858309202
10707,169914.99301585704
6605,206994.46915243688
1138,397256.7568359215
14088,433407.69346420356
9154,175597.870842414
8190,187845.82401541516
398,276040.9185293123
13302,238345.9091999679
9696,153910.66975835123
16786,124736.02709060928
16230,196485.3936775085
6552,180715.64978485744
923,213056.13473047246
9602,332625.6178840501
5857,277406.06713929045
8120,173225.67907884845
7134,181084.42348473315
11726,172225.91723286544
8069,126123.1490571179
12420,166682.36483229746
8604,171418.21542785925
4854,303924.165150217
12212,178945.29726676628
12099,323290.68852852046
3882,468983.1697357123
6995,353756.96127531305
10172,212286.78114213396
11672,281336.99647523405
12897,260547.42754330696
16097,196027.10854779056
6779,266342.9579087518
11199,196199.90381191586
10816,298285.32463338465
143,407472.702999829
5399,248970.77647900867
3286,151548.74732610583
13706,201097.2454841502
1935,402148.58414546365
16000,167416.64606177248
2860,197376.68819557334
11407,162970.4255922205
16378,270802.3566365862
12278,182444.05615481792
3842,175090.58323152672
2692,362358.7685254878
7699,198072.0506528479
6825,296833.47979735746
7268,368827.4632142927
1477,391160.6723426303
9887,171224.61999391348
9436,177731.77433203263
3179,240060.51904118605
1350,500437.0666815812
10643,207384.44167814768
5793,285500.28234597377
11494,475413.34450108843
4206,195410.29186152725
12419,225086.8528955624
8530,207980.46330809686
5985,144795.7111062708
8908,204560.06263776225
256,137648.5324203528
7234,187755.72258334604
5648,208950.89501399847
3014,219072.0826135102
2184,189341.97564247702
9189,267693.7682435696
14884,187811.631526079
10333,187710.7295623982
15896,147004.74495547643
13269,157201.6478902876
8603,237538.34840131598
15087,182340.55683646665
4344,194068.0301544077
7981,79311.50584230035
10908,244610.28894631544
6190,171421.39160953264
11742,222023.9519748369
9224,149227.72527595217
14667,208220.587182186
458,205566.58562891438
2464,369237.43686836056
12320,234751.03179795915
278,194878.04814101596
2912,228545.71287105168
6698,214134.4884814404
4510,135892.89740375106
4183,182198.51393663144
5551,285758.3005548915
12187,162187.70306185726
7948,223540.9640240957
10808,190714.66245519093
12432,185547.85951154586
5356,165699.90910368084
8984,467173.9743466737
9203,179899.75883047347
15412,94318.83209062013
12041,128490.39815630177
7644,294787.51708686526
7071,202606.0007403847
10685,178885.9197977365
6763,180656.55958136835
940,133101.02287818215
14959,203936.02729870257
1338,165273.6254876943
5351,130357.48559219675
6524,201346.66902868985
12516,157043.80553400624
3288,269748.89265164675
3146,218983.390285666
3954,181237.06837993805
11955,173690.79010091204
1211,200112.86203512843
15668,198001.94343314687
1320,96913.01037935495
9108,170142.49962337795
16482,215271.0772505458
5017,151973.35514626745
8290,218285.97057963695
4304,393592.2618104952
1930,194539.60635726436
12530,164617.8607904606
11295,340804.84465554025
3002,148934.45168279106
15483,156578.85150849115
11525,190345.9380477892
13978,126866.90365822463
4885,117755.01824627905
8325,172951.9789845741
3630,143606.79226530675
9165,180919.22053415122
13945,233055.7984640217
10663,189015.2062701702
14803,181808.23793532723
7621,171325.5454234207
8205,229517.29300385335
10387,203806.2811832049
5457,151727.48481229343
10234,333147.9404586463
6251,165770.4959797914
701,273866.1507557369
7930,174148.0476010199
15028,139657.5914501038
12172,70736.96948980904
5805,189384.00098478366
7411,289797.5986610761
14806,198362.18740173776
7890,165029.06705136376
10440,157056.87475111824
14926,172410.94609736194
5381,168716.5436690291
3800,390019.47966406867
10511,246042.8913072357
9324,225059.28059645934
3313,212187.23158203103
7351,156836.61763125766
8459,178364.86418678027
9957,135715.63261104134
12024,199709.6517206415
4380,225351.76327151875
5042,136530.28808964606
13289,146061.00041132377
13407,393235.7359626414
13258,152754.7844243895
15993,273467.7863649086
12525,182047.77871086306
4062,260985.13901958082
12065,266721.2217497509
8227,170377.7119551012
11333,156242.9888625
2867,127834.93317960708
3319,255750.90973413922
3523,311433.3139126887
7055,201426.21782071528
14930,175555.3758120675
3444,130056.35261161007
2940,320622.1090177059
6935,368614.2080976849
16116,423319.71593118866
13370,235678.91707260718
6103,210189.03402987958
7446,174282.0864557685
1859,177423.5722568341
4079,164214.49231714787
3228,173276.3095349359
9665,156137.07768865404
15957,340037.41627655114
11533,157708.7785950022
2314,127212.88965163993
4096,192739.35670703914
13437,178378.7391517245
5980,216247.26789854493
2008,195348.64998484225
6754,181780.89286229477
4129,156158.56952669227
14557,309313.69352350186
7096,334726.46957270784
14297,254249.0045484975
3967,233102.39959457295
16485,114902.32166638243
13075,324362.9227930769
14289,197509.9590739248
10988,166709.41083161513
3230,146988.82894001258
13250,182377.25748099928
2559,192383.44249010182
7739,377277.6438911815
7213,158283.87525593277
6639,218565.0185952244
3164,289740.42807260255
15207,167145.3124571073
5113,184069.54741152926
3929,149374.76686266196
14493,248436.2327831103
11110,177371.48709822833
2033,198821.89683106192
16057,206958.98521862325
16709,206779.0624100294
14313,156074.92774872022
1028,303028.65750581474
7187,105372.11978205625
3738,321767.90750275546
9869,316328.63588051614
12644,183344.05590881105
3686,128754.4070118163
9196,268659.08122493885
12326,203213.4027297734
4936,195820.09336758696
13314,171411.33492412092
9857,322291.4752334396
519,188370.31656728085
8410,178292.172842221
1720,170951.33703339836
10341,239150.21237405037
14415,184587.58065382243
10613,266241.64572634007
8027,215459.23975648708
15539,263758.74846601376
7431,263554.6439593836
1370,145911.55290261246
12708,149600.54563936667
2250,218554.28020947432
14758,133630.59548481283
8525,394688.0084871467
1538,290861.1507105477
1142,155768.8743273032
1152,244122.89209973332
9802,185055.51348164387
3331,312565.8487878056
15203,186040.98314808006
4247,187964.24606660573
1976,403792.2449038881
2346,178579.0407924181
10078,236876.7567339211
1938,196967.5574133646
7819,178632.02650640428
2168,265296.2309172966
15634,236408.26426995173
8465,237640.21529050343
9313,162803.33658285605
6539,129266.19495482689
6325,110204.60583826643
13442,271659.5309680059
9967,166506.92970118852
7893,225650.43032096518
2861,189519.63563042122
11031,299796.40315568785
15073,127030.45693707913
13837,168916.9074155299
2524,262200.3226106145
8617,213236.41312010764
13513,174590.55200008737
3081,369530.85993751144
10675,351347.8400371153
1907,80040.49427470555
4872,241722.14023599413
16274,430683.92731621565
11837,232811.38864024435
16577,209398.70331169813
5231,329813.42684161075
11315,190434.51403126202
273,209354.7601563746
8363,248643.72571438152
4255,191719.1710628287
16330,243259.16552864597
11528,176542.4969433766
14799,263908.62019220757
1611,271511.74324382964
9234,182789.4614922427
1633,110411.42807305245
6791,205118.61693374132
11567,329208.0841592423
3070,214041.00177235293
12094,234837.41717021822
14335,290723.96583684086
137,164614.48188253673
7182,166233.210699779
11718,180252.80148519986
5194,82294.07093445821
97,360471.95127558755
5118,439594.1869151823
13920,311543.7526187657
9952,188472.10967861357
15337,208969.3473938629
10243,216184.07251594358
4048,443219.4628445299
171,160630.83510204748
11378,163050.01880363203
14190,172405.18958660142
15265,160122.73646182573
2740,124367.9097653625
5573,306806.0054904264
4481,196243.40214620056
2631,152210.39746066823
4984,218675.73727645053
16466,188521.73798302718
16716,106687.96817874833
15325,182238.96324872214
10115,173259.87388341947
117,562843.3137594257
5476,103042.6488578832
11757,180329.8943388894
12359,123250.01098709527
15546,186821.92381292192
8133,160188.61364074514
9018,405439.08674444247
2075,156491.51103540236
11170,294256.1126573843
15733,205691.46659325177
9280,144778.2812839732
10734,323572.16760838527
14071,153807.45829889193
7373,217059.1927805694
14736,187234.70501666865
3458,112506.53070652962
6183,170194.51647262537
7825,213499.95109024647
16775,186142.67515828362
5717,170712.5737769786
12397,139364.94984536563
8189,528144.3655040738
4423,200118.92832245474
3994,148109.4101783014
10342,194210.39518300042
10051,190134.02602743718
9453,140982.9020839259
12593,475706.610843794
1274,86407.83587746785
6933,330858.0256206615
1761,146390.93935834107
7157,369092.20879828895
15169,154260.72159604277
6792,317680.3731151838
13830,188118.30368478718
7240,204546.1497299349
3051,268873.74113543745
6550,116470.8429533629
4603,191397.02341637
